0,A_min,A_avg,A_max,te_min,te_avg,te_max,t_min,t_avg,t_max,tipe
441008094949044224.jpg,0.875177923,0.906434277,0.922062455,0,0.476442248,1.275117159,-0.008224402,0.475708029,1.107878797,haze
1091012825579100303_1405615613.jpg,0.786308068,0.796740016,0.809779951,0.017926037,0.378473818,0.932155013,0.04753174,0.378097961,0.936101046,haze
444362555784298496.jpg,0.461237785,0.674918567,0.828664495,0.675633073,0.91621846,1.355402231,0.707887774,0.916108158,1.266592054,haze
442814343080853504.jpg,0.72671024,0.729314936,0.734524328,0,0.594448447,1.245301247,-0.022618207,0.593459889,1.136658845,haze
444047917980975104.jpg,0.359448076,0.41805374,0.461031227,0.316833258,0.936226189,1.442407012,0.371397303,0.935354995,1.357364198,haze
440380502948601856.jpg,0.232026144,0.256517792,0.282298475,0,0.486929387,1.166294098,-0.038145829,0.486030745,1.118183002,haze
442972305115725824.jpg,0.019489724,0.035081502,0.06626506,0.553616345,0.780281842,1.334240317,0.621116772,0.780253568,1.222284363,haze
444088214928646144.jpg,0.692189542,0.718260712,0.735206972,0.036557317,0.653411984,1.06017673,0.11387439,0.652907313,0.987220583,haze
442960762655371265.jpg,0.774313725,0.789956427,0.797777778,0,0.469246745,1.17642653,1.82E-09,0.468783711,1.040488462,haze
442852224541011968.jpg,0.453217139,0.471450012,0.496194626,0,0.681182384,1.462187171,0.005119027,0.680715111,1.238376866,haze
440301714034262016.jpg,0.410239651,0.492287582,0.574335512,0.230337858,0.673094213,1.190729141,0.263518191,0.672816827,1.188996665,haze
442529089652420609.jpg,0.508141517,0.554688832,0.601236147,0.099915057,0.679961979,1.135998249,0.160285802,0.679355932,1.124003073,haze
1079651048473193984_258762010.jpg,0.997555012,0.997555012,0.997555012,0,0.177780673,0.868153572,-3.90E-15,0.177766684,0.836477114,haze
443965158704963584.jpg,0.023452012,0.110745614,0.171981424,0,0.73029381,1.318785787,0.016940727,0.729898526,1.340806408,haze
443595588949385216.jpg,0.508143322,0.526384365,0.54723127,0.219596267,0.693859518,1.278152704,0.253843894,0.693398717,1.188957296,haze
442424426915561472.jpg,0.762173744,0.783019521,0.820802493,0,0.662901878,1.331060767,0.101550842,0.662326517,1.197103486,haze
442090111074054145.jpg,0.718876207,0.718876207,0.718876207,0.054131478,0.758048475,1.291153789,0.100738753,0.757448863,1.242068347,haze
440281262037549056.jpg,0.50010167,0.625127088,0.687639797,0.301231921,0.673618734,1.103209496,0.356128782,0.673297157,1.066861336,haze
444632087635570688.jpg,0.406332607,0.441496006,0.476659405,0.120199472,0.678858817,1.146194935,0.139603578,0.678434721,1.110861147,haze
443982513241743360.jpg,0.453217139,0.513125151,0.550893246,0.485551417,0.806633174,1.206599832,0.517775431,0.806158752,1.109394318,haze
1108544667325976701_1045246939.jpg,0.672860636,0.68590057,0.700244499,0.09864074,0.531608641,1.439473629,0.177073419,0.531057959,1.463154328,haze
442157706674049025.jpg,0.232026144,0.256517792,0.282298475,0,0.486929387,1.166294098,-0.038145829,0.486030745,1.118183002,haze
444082233255526400.jpg,0.825727124,0.873992375,0.903995098,0,0.459412068,1.037965178,0.050877892,0.45886847,0.975641729,haze
444051870256881664.jpg,0.730617284,0.761873638,0.777501816,0,0.816928804,1.238853455,0.05349688,0.816541553,1.109868494,haze
443929445716348928.jpg,0.269586057,0.277400145,0.289121278,0,0.568707228,1.092304826,-0.041119131,0.568615314,1.003289901,haze
442507311559360513.jpg,0.893862289,0.909475604,0.921185591,0,0.424289107,1.295211077,-0.005199113,0.42394919,1.41173503,haze
449795766903517184.jpg,0.597777778,0.640755265,0.668104575,0.248093605,0.624082088,1.05359304,0.276450473,0.623918204,1.181783031,haze
442701221405528065.jpg,0.785650916,0.802588664,0.816920604,0,0.721681356,1.364130497,-0.037640878,0.720886824,1.268261391,haze
444334187835715584.jpg,0.70516468,0.715553847,0.728540305,0.002626151,0.39087221,1.062471151,0.09764901,0.390121789,1.032073737,haze
1087255068356236279_636121907.jpg,0.653300733,0.658516707,0.665036675,0.139994323,0.545336187,1.036208868,0.090903352,0.544966596,0.995168628,haze
444035177656762368.jpg,0.777850163,0.797394137,0.809120521,0,0.573726654,1.176063061,0.133489023,0.573072544,1.133192115,haze
444036315177181184.jpg,0.706728181,0.727438165,0.749442522,0,0.234057426,1.115775943,-0.022503272,0.233674902,1.126928862,haze
440652084283592704.jpg,0.629034132,0.743640765,0.824386347,0.373419702,0.812658548,1.395748377,0.479918657,0.811990234,1.313623511,haze
444394165279793153.jpg,0.406332607,0.573033164,0.656383442,0.646232605,0.943721414,1.366316199,0.676926275,0.94357525,1.384755463,haze
444685311432351745.jpg,0.725170999,0.739466484,0.756361149,0.055122226,0.7163589,1.344061613,0.122387542,0.715292677,1.327074383,haze
440058453164584960.jpg,0.969360334,0.977177756,0.988903889,0,0.74500221,1.385286093,-0.029607693,0.744462722,1.203158703,haze
444688372653887488.jpg,0.33600581,0.46624062,0.546986202,0.611572325,0.734709501,1.206271529,0.634624221,0.734555721,1.137533136,haze
449362275954991105.jpg,0.570428468,0.593870733,0.625127088,0.051962823,0.662774503,1.168256044,0.080008924,0.66195791,1.111926578,haze
444493996119707648.jpg,0.636988454,0.698212293,0.758133497,0,0.545222461,1.109393001,-0.00624226,0.544709922,0.948857226,haze
444049974364360704.jpg,0.558707335,0.580847252,0.609498911,0,0.726293683,1.162027001,-0.00632295,0.72586015,1.096334128,haze
443950494143094785.jpg,0.56744281,0.627448257,0.692671569,0.337762654,0.720756948,1.268199086,0.376495641,0.720229925,1.148531366,haze
439669241197772800.jpg,0.884140323,0.921790939,0.96593304,0,0.627628446,1.342413902,0.013717396,0.626566904,1.089504359,haze
444004970749120512.jpg,0.489625668,0.534961378,0.567344029,0.474120855,0.731416106,1.059282303,0.545599879,0.731050072,0.971354596,haze
444039106096410624.jpg,0.359448076,0.41805374,0.461031227,0.316833258,0.936226189,1.442407012,0.371397303,0.935354995,1.357364198,haze
444361847592857600.jpg,0.985490196,0.99070443,0.997222222,0,0.156399444,0.561356008,-0.075443231,0.156245842,0.483463495,haze
444130733515235330.jpg,0.384429066,0.525515827,0.652364475,0.731737256,0.973128676,1.228971243,0.798787736,0.972899486,1.186408874,haze
444332678326648833.jpg,0.148467683,0.218794481,0.269586057,0.761905313,1.015270591,1.900891066,0.802972694,1.014988407,1.512740668,haze
442130273505787904.jpg,0.566521423,0.592568385,0.617312999,0.148800075,0.745861411,1.319910169,0.203142086,0.745182338,1.216775111,haze
444281980893401088.jpg,0,0.007739938,0.023219814,0.679183722,1.102790117,1.621643543,0.744721671,1.101312841,1.525327243,haze
444428539928915969.jpg,0.8908061,0.916853062,0.949411765,0,0.348366737,1.268773198,0.021623003,0.348008428,0.784234316,haze
442842848166019072.jpg,0.714989107,0.737129024,0.777501816,0.060328215,0.681215107,1.247496367,0.114571577,0.680740622,1.209720651,haze
442095213444464640.jpg,0.648569354,0.652476398,0.656383442,0.159298003,0.630040288,1.230891943,0.123810196,0.629382559,0.978338253,haze
444428500259205120.jpg,0.859294118,0.878823529,0.906164706,0,0.386109382,1.408747315,-0.002539444,0.385557483,1.284258478,haze
443912647939850241.jpg,0.864861111,0.873992375,0.888341503,0,0.537872374,1.152929664,-0.016248369,0.53762138,1.202960357,haze
444630203264823296.jpg,0.876605112,0.898781134,0.919652684,0,0.614698768,1.145910501,-0.0024531,0.614560379,1.061836795,haze
443950435078914048.jpg,0.671780085,0.671780085,0.671780085,0.107191652,0.734569013,1.158613801,0.158894801,0.733767395,1.120884619,haze
442700979549396993.jpg,0.754397394,0.76742671,0.777850163,0,0.721344888,1.350436926,-0.002744222,0.720740596,1.206915648,haze
444720158989230080.jpg,0.780507497,0.808983724,0.862053057,0,0.525435507,1.18556881,0.027891343,0.525101434,1.130919763,haze
444041710822514688.jpg,0.410239651,0.540474461,0.648569354,0.736448646,1.0920434,1.4772681,0.797277142,1.091810157,1.408446002,haze
444026000444125185.jpg,0.371169208,0.523543936,0.640755265,0.176452994,0.685876131,1.169246197,0.214139681,0.685628359,1.147535066,haze
442453252278194176.jpg,0.39070443,0.410239651,0.421960784,0,0.56912899,1.206194043,-0.046263056,0.568767052,1.067187198,haze
444400850308329472.jpg,0,0.00128999,0.003869969,0,0.626140773,1.268941045,-0.054188287,0.625772987,1.169306807,haze
444152856103223296.jpg,0.496194626,0.553497942,0.601684822,0.121668428,0.668544173,1.13890481,0.15807217,0.66806209,1.122032321,haze
444430774805090304.jpg,0.340467164,0.360034242,0.375687905,0,0.656589091,1.001526117,-0.011554188,0.656321513,0.900112836,haze
442470435226017792.jpg,0.613405955,0.647267006,0.672011619,0.110865265,0.563908696,1.305382013,0.14705584,0.562651828,1.114290091,haze
444520101006426112.jpg,0.015503876,0.028423773,0.03875969,0.091001034,0.996576726,1.167270899,0.388174334,0.996658634,1.130300519,haze
444325580134440960.jpg,0.371169208,0.490985234,0.574335512,0.576951802,0.708345234,1.160778046,0.616172999,0.708171383,1.104325828,haze
441747471664820226.jpg,0.474081996,0.562162805,0.637290553,0.140156209,0.743051469,1.513469815,0.242402742,0.74202695,1.307305251,haze
440041203166228480.jpg,0.75405955,0.769687727,0.78140886,0.024596006,0.692325234,1.288161516,0.124319459,0.691124125,1.262649813,haze
444448597350682624.jpg,0.777501816,0.793129993,0.816572259,0,0.566030979,1.235655069,-0.005126499,0.565552777,1.100166175,haze
444092711461597185.jpg,0.946383442,0.955508351,0.969847495,0,0.684683979,1.416863799,0.125229572,0.683791526,1.266337289,haze
449494096306900993.jpg,0.480566449,0.496194626,0.504008715,0.059443921,0.772616506,1.213084459,0.209721531,0.772108192,1.132473114,haze
442867107559002112.jpg,0.80875817,0.823083999,0.83610748,0,0.666121364,1.237598538,0.049454669,0.665683728,1.158424519,haze
442839516097695744.jpg,0.720065359,0.723978758,0.727892157,0.001395375,0.496976048,1.105477214,0.102462308,0.496645738,1.023646595,haze
440304146596372480.jpg,0.669191176,0.712238562,0.739632353,0.084554732,0.721095502,1.200991273,0.076229642,0.72069105,1.139338793,haze
442106688200380416.jpg,0.468845316,0.627731784,0.750152505,0.464057863,0.785044074,1.382105589,0.55005694,0.784539298,1.257964135,haze
1104701810247849695_179980884.jpg,0.786308068,0.791524042,0.79804401,0,0.33232525,1.108187914,0.011456558,0.331533848,1.03779858,haze
444288454440927232.jpg,0.751372549,0.774852941,0.798333333,0,0.63077122,1.28753078,-0.006884181,0.630275438,1.231305964,haze
442819461838422017.jpg,0.798333333,0.82703159,0.857034314,0,0.743909955,1.135204434,0.002869214,0.743533294,1.110211075,haze
442817003938541568.jpg,0.543079158,0.619917695,0.664197531,0.286585689,0.649354517,1.059996963,0.327431657,0.648978571,1.018818702,haze
442832269544140800.jpg,0.539172113,0.556102639,0.574335512,0.326673985,0.853297889,1.313556314,0.42373648,0.852895443,1.214213198,haze
439669984067727360.jpg,0.648569354,0.666802227,0.683732752,0.042365521,0.427660853,1.132151127,0.07348585,0.427210481,1.062408184,haze
444621514227208192.jpg,0.461031227,0.498799322,0.519636892,0.317326546,0.577175736,1.243247509,0.346004832,0.576710539,1.223808785,haze
439561899483475968.jpg,0.678871549,0.695778311,0.713985594,0.130792201,0.695472479,1.230094671,0.13602458,0.694878853,1.084188194,haze
444363857281052672.jpg,0,0,0,0.257585764,0.676879346,1.396045923,0.403258546,0.676750751,1.18386195,haze
444819370993127424.jpg,0.695823218,0.815702874,0.926461251,0.233116388,0.729513526,1.391200185,0.313616708,0.729187828,1.255454159,haze
444831860716093441.jpg,0.970793516,0.970793516,0.970793516,0,0.233349621,1.12531805,-0.021556544,0.233167467,1.080092206,haze
444083854505029632.jpg,0.630059924,0.837470955,0.986180751,0.343900025,0.8793028,1.628375292,0.433188368,0.878897287,1.561003901,haze
442973105040797696.jpg,0.019489724,0.035081502,0.06626506,0.553616345,0.780281842,1.334240317,0.621116772,0.780253568,1.222284363,haze
444282631568371714.jpg,0.605591866,0.635545873,0.672011619,0.310735822,0.638044834,1.15485692,0.425103391,0.637378643,1.116994696,haze
442528876976033793.jpg,0.508141517,0.554688832,0.601236147,0.099915057,0.679961979,1.135998249,0.160285802,0.679355932,1.124003073,haze
1079284437672262602_1215001021.jpg,0.676772616,0.680684597,0.684596577,0.079810143,0.472919643,1.031440735,0.140044859,0.47253651,0.97610673,haze
449326915598295040.jpg,0.171909949,0.204468652,0.234422658,0,0.682459533,1.234470129,-0.004861059,0.681490893,1.139313296,haze
442093726941192192.jpg,0.679825708,0.739733721,0.83610748,0.188644111,0.685427785,1.117240667,0.233294437,0.684972749,1.094065905,haze
439927306295844864.jpg,0.794419935,0.807464597,0.817900327,0,0.578900695,1.30289793,-0.002424193,0.578789658,1.199181266,haze
442119633089212416.jpg,0.684838789,0.693969973,0.708318976,0.045029104,0.639305055,1.389018297,0.108798453,0.639260732,1.206134634,haze
444081266871128064.jpg,0.394736842,0.534055728,0.669504644,0.686507583,0.9707793,1.309819698,0.779507764,0.970427507,1.08730857,haze
1116982950614308891_1286630549.jpg,0.864547677,0.869763651,0.872371638,0,0.228407681,1.166401148,-0.002069979,0.228169155,1.166763457,haze
444431754837766144.jpg,0.675918664,0.67852336,0.683732752,0.043530911,0.510149956,1.004651785,0.069101479,0.509548375,1.002276124,haze
443958805584310273.jpg,0.49124487,0.601709986,0.705677155,0.521204948,0.83849448,1.326673746,0.469948872,0.837822581,1.234383687,haze
442007913775636480.jpg,0.15251634,0.190319535,0.230729847,0,0.57166332,1.075263977,-0.004654796,0.571185394,0.980229466,haze
444051581990748160.jpg,0.55504886,0.786970684,0.91465798,0.473609209,0.853096902,1.304448605,0.502154851,0.852917372,1.234457072,haze
443399900248551424.jpg,0.652754741,0.708779599,0.770016072,0.158849716,0.814329445,1.384512067,0.359178478,0.813856227,1.203499032,haze
441032165233418241.jpg,0.800944081,0.847828613,0.894713145,0,0.34095639,1.232178211,-0.004914611,0.340720808,1.136031296,haze
443921209214767104.jpg,0.660290487,0.672011619,0.679825708,0.024520665,0.507163048,1.053459644,0.060062109,0.506578548,0.972004426,haze
439716135408128000.jpg,0.620380273,0.620380273,0.620380273,0.201341927,0.579444766,1.548312902,0.009152525,0.5781174,1.276129729,haze
440156911669751808.jpg,0.562614379,0.658988138,0.722803195,0.056031525,0.608934224,1.251958609,0.231406363,0.608791291,1.183354581,haze
442424836833280000.jpg,0.67619969,0.690531476,0.699651703,0.094886154,0.643476009,1.26725173,0.201772634,0.642807789,1.181651186,haze
440429721071804416.jpg,0.367262164,0.449310094,0.492287582,0.186734438,0.719011128,1.230200768,0.256224512,0.71854176,1.04522203,haze
444414920411471872.jpg,0.371169208,0.490985234,0.574335512,0.576951802,0.708345234,1.160778046,0.616172999,0.708171383,1.104325828,haze
444307287436316672.jpg,0.729684909,0.746593828,0.760901375,0.008690864,0.323021829,1.184303403,0.033528277,0.322014303,1.176040015,haze
443638948447793152.jpg,0.632948866,0.698961938,0.753325644,0.158274829,0.594299614,1.002703786,0.193053349,0.593749504,0.961987208,haze
444770350060949505.jpg,0.601236147,0.647783461,0.674936061,0.152362883,0.588349342,1.54651618,0.172926167,0.588873976,1.451227169,haze
444358316672552960.jpg,0.437134095,0.468357959,0.507387789,0,0.541110158,1.138938546,-0.026971765,0.539939358,1.028655939,haze
444300669013348352.jpg,0.542345019,0.587865584,0.628183799,0,0.508494139,1.290403843,-0.041858979,0.5076218,1.160789547,haze
450782103160901632.jpg,0.378983297,0.440193658,0.50010167,0,0.668545067,1.229812264,0.043949627,0.668088273,1.047984878,haze
441006383320666112.jpg,0.991423859,0.994026022,0.995327103,0.147849798,0.528098106,1.076571584,0.283098232,0.527741361,1.035979502,haze
440052823246393344.jpg,0.148467683,0.196654563,0.222701525,0,0.720853567,1.227845311,0.037621832,0.720505358,1.144218724,haze
444421723434127360.jpg,0.509055258,0.626928105,0.703351159,0.554767251,0.775112271,1.101058126,0.635012751,0.774806629,1.033351893,haze
444429711486111745.jpg,0.430473856,0.486565904,0.532222222,0.107109845,0.742511511,1.443469405,0.123970708,0.742294092,1.284646117,haze
444514375756283904.jpg,0.44688057,0.481853832,0.528484848,0.472643912,0.696280122,0.947044015,0.523858596,0.695799154,0.918704913,haze
440290349332701184.jpg,0.339487478,0.552805281,0.682877111,0.609170318,1.007151008,1.43945384,0.635524962,1.006820648,1.348279387,haze
442555282443350016.jpg,0.035163399,0.044279835,0.058605664,0.144468963,0.813004673,1.388380051,0.169508402,0.812843397,1.298436754,haze
1073598794227314543_45958386.jpg,0.431026528,0.468563373,0.493156478,0.035152912,0.469550788,0.92751646,0.147099213,0.468964053,0.799911836,haze
444097388546760704.jpg,0.345846702,0.564753417,0.726666667,0.789760232,1.018975019,1.322462797,0.826835689,1.019007172,1.268211224,haze
444408546147328002.jpg,0.496194626,0.550893246,0.582149601,0.187185526,0.686420143,1.159697771,0.213459893,0.685994685,1.119474239,haze
443399501273772032.jpg,0.535487616,0.551122291,0.562848297,0.378118217,0.943496943,1.580970526,0.446362036,0.942989967,1.38707923,haze
1068440101934051047_1745126002.jpg,0.637652812,0.637652812,0.637652812,0.160561562,0.53337431,1.313327432,0.206599805,0.532893937,1.095982752,haze
1067673463737729252_54003247.jpg,0.758924205,0.762836186,0.766748166,0,0.47591275,1.043442249,-0.010013499,0.475515814,1.017565207,haze
444374941635317762.jpg,0,0.005181224,0.015543672,0.064144164,0.741469562,1.308810949,0.314465437,0.741182704,1.1892024,haze
444433936047812608.jpg,0.210980392,0.213585088,0.218794481,0.319785833,0.685033441,1.419383049,0.339588925,0.684704071,1.195395777,haze
439631072007950336.jpg,0.003913399,0.003913399,0.003913399,0,0.536560774,1.172500968,-0.001696454,0.536881622,1.198192797,haze
443810026709196800.jpg,0.093811075,0.093811075,0.093811075,0,0.940331697,1.524027586,0.200802275,0.940202675,1.394034694,haze
442140914174009344.jpg,0.900081699,0.914430828,0.923562092,0,0.332436681,0.913719177,-0.011331017,0.331929276,0.793779567,haze
444096992159879168.jpg,0.628730823,0.753695955,0.859135286,0.390893996,0.815088332,1.342711449,0.432841189,0.814306682,1.203359618,haze
444046635840966656.jpg,0.476659405,0.609498911,0.734524328,0.503739476,0.82690084,1.37500453,0.552899192,0.826581806,1.323039118,haze
443605455873376256.jpg,0.125021949,0.154975124,0.19143986,0.015318483,0.751222908,1.37047267,0.149694795,0.751262042,1.174837505,haze
444020598344130560.jpg,0,0,0,0.020785868,0.673696697,1.327002287,0.256779586,0.673153366,1.169044254,haze
445019828059766784.jpg,0.351633987,0.411542,0.453217139,0,0.57098192,1.224375963,-0.031564533,0.570470083,1.117356005,haze
444036567712022528.jpg,0.011721133,0.1028855,0.203166304,0,0.843812048,1.244187832,0.001710891,0.843348502,1.221083423,haze
441758180222066688.jpg,0.309158497,0.331334423,0.352205882,0.095125556,0.559945166,1.157063127,0.133076098,0.559777335,1.044843724,haze
444025248216666112.jpg,0.687722257,0.827090215,0.945618104,0.328268051,0.822294056,1.456991792,0.456496727,0.821657715,1.254226665,haze
444097752356515841.jpg,0.713474692,0.822640219,0.908413133,0.256556749,0.498629063,0.771212935,0.343902883,0.498190136,0.754949856,haze
444417752892047360.jpg,0.660904139,0.696100218,0.715653595,0,0.521540642,1.37579453,-0.016529302,0.520788969,1.30513501,haze
442469155959078912.jpg,0.762173744,0.783019521,0.820802493,0,0.662901878,1.331060767,0.101550842,0.662326517,1.197103486,haze
442535932927832064.jpg,0.497397504,0.510350564,0.520713012,0.142958522,0.480665118,0.956914186,0.23916563,0.480348115,0.796513002,haze
442162128565182464.jpg,0.232026144,0.256517792,0.282298475,0,0.486929387,1.166294098,-0.038145829,0.486030745,1.118183002,haze
1103260397504605605_318435298.jpg,0.997555012,0.997555012,0.997555012,0,0.274221122,1.148630381,-0.019647213,0.27401252,0.922033041,haze
444076946742194176.jpg,0.328033473,0.350162715,0.367085077,0,0.825102925,1.593051553,0.146940487,0.824981995,1.295278288,non-haze
444842286732414976.jpg,0,0.011721133,0.019535221,0.726930261,1.139611959,1.412084699,1.091588371,1.139741913,1.406843583,non-haze
444467376034037760.jpg,0.997942387,0.997942387,0.997942387,0,0.844784915,1.832990646,-1.48E-10,0.845161418,1.40496958,non-haze
444036269643804672.jpg,0.990196078,0.990196078,0.990196078,0,0.46616286,1.191294312,-0.045336357,0.466914504,1.083460451,non-haze
444772522370662400.jpg,0,0,0,0,0.892952919,2.027621746,0.411999218,0.894949673,1.348117523,non-haze
444713953113808897.jpg,0.022624434,0.218702866,0.452488688,0,0.505447447,1.305986166,-0.10652871,0.505611503,1.366191833,non-haze
450685305482276865.jpg,0.02734931,0.091164367,0.128932462,0.018274039,0.978464127,1.211902618,0.401868566,0.978371633,1.064970251,non-haze
440450742394953728.jpg,0.179724038,0.248748487,0.304749455,0,0.754066646,1.149764657,0.024960304,0.753838278,1.024513508,non-haze
444320384809046016.jpg,0,0,0,0,0.86319983,1.772646189,0.188844021,0.863913779,1.306394666,non-haze
444657811885002753.jpg,0.515686275,0.711021985,0.867290553,0.203225136,0.958705842,1.722354174,0.579431345,0.958203919,1.209067657,non-haze
439982032857206784.jpg,0.746666667,0.762222222,0.77,0,0.602799177,1.408753991,-0.036892796,0.602916152,1.13140647,non-haze
445334072848429056.jpg,0,0.014325829,0.02734931,0,0.953074694,1.574332237,0.191029278,0.953198644,1.170388312,non-haze
445978589947645952.jpg,0,0.00651174,0.011721133,0.131935775,1.020210028,1.442549825,0.391196888,1.020351938,1.249046341,non-haze
444334401409646592.jpg,0.997222222,0.997222222,0.997222222,0,0.520297825,1.845489979,-1.03E-09,0.520143308,1.226006297,non-haze
1157104831562796380_2293293090.jpg,0.680684597,0.70806846,0.723716381,0,0.797458708,1.364446044,-0.019321628,0.79677242,1.157545269,non-haze
442627447209484288.jpg,0.046631016,0.091966726,0.124349376,0.338709533,0.929385126,1.992195845,0.596319856,0.929826401,1.381792961,non-haze
1102061812500690220_626382076.jpg,0.997555012,0.997555012,0.997555012,0,0.474303514,1.47112453,-0.029689705,0.473907569,1.44015009,non-haze
444382728234860544.jpg,0.975365419,0.980546643,0.987023173,0,0.755489409,1.582223773,0.008932274,0.756656198,1.390090867,non-haze
440769747978694657.jpg,0.220193152,0.234357624,0.258823529,0,0.77769655,1.363180399,0.058471267,0.777487238,1.325485517,non-haze
1118705669289917471_1922633950.jpg,0.956606991,0.968320546,0.987843137,0,0.400562972,2.013229132,-1.45E-09,0.400753902,1.462977191,non-haze
444367707270434817.jpg,0.703267974,0.751454854,0.812665214,0,0.749273062,1.518093109,0.043221865,0.748233242,1.316440451,non-haze
444140054810615808.jpg,0.054800102,0.088723974,0.140914548,0.624584496,1.097184777,2.019006252,0.943269063,1.097137512,1.721070357,non-haze
1104140052871455037_2150203015.jpg,0.834871203,0.852992439,0.881468666,0,0.550724745,1.106528401,0.088293261,0.549945791,1.039046401,non-haze
444472134761324544.jpg,0.997942387,0.997942387,0.997942387,0,0.831640959,1.899352312,-2.28E-10,0.832006616,1.344593166,non-haze
1078957268724887132_1387567826.jpg,0.332518337,0.367726161,0.387286064,0.058339179,0.593781829,1.206982851,0.02953285,0.593734104,1.450390669,non-haze
444296892168429570.jpg,0.2341235,0.418820928,0.550190225,0.020934105,0.87753576,1.733497381,0.594662533,0.87735908,1.480216416,non-haze
445861368025972736.jpg,0.984117647,0.991928105,0.995833333,0,0.302090079,1.521920085,0.001249062,0.299595614,1.318225407,non-haze
444277568091340800.jpg,0.543079158,0.674616316,0.757966594,0.180699468,0.690759778,1.538015485,0.182779037,0.691147785,1.183361279,non-haze
444281264036536320.jpg,0.096798213,0.144551998,0.189724497,0.654395223,1.057626128,1.846580982,0.943859191,1.057821605,1.312117165,non-haze
445350290707841024.jpg,0.97630719,0.98541939,0.991928105,0,0.316457033,1.541538835,0.001326975,0.313888332,1.411052262,non-haze
442858917962346497.jpg,0.038235294,0.058627451,0.084117647,0,0.934951544,1.50536263,0.473016585,0.935620315,1.116014064,non-haze
444127059917275136.jpg,0.962026144,0.971151053,0.985490196,0,0.465857089,1.76796484,-7.19E-15,0.466252926,1.425466717,non-haze
444327396502536194.jpg,0.994003268,0.994003268,0.994003268,0,0.554906845,1.73566103,-0.050353886,0.554679017,1.858174749,non-haze
444524429767225344.jpg,0.997222222,0.997222222,0.997222222,0,0.469827503,1.815466404,-5.91E-15,0.470382151,1.61025708,non-haze
1090449836081700128_1510130534.jpg,0.402933985,0.418581907,0.426405868,0.304094255,0.814012289,1.399691343,0.293222457,0.813683197,1.176396084,non-haze
444369216041267200.jpg,0.956519608,0.956519608,0.956519608,0,0.309328824,1.438699722,-0.03879672,0.309328988,1.316532965,non-haze
444050803943157760.jpg,0.507915759,0.584754297,0.632941176,0,0.713920176,1.502333403,0.000127402,0.713448683,1.306518009,non-haze
1103595587927890781_1574152133.jpg,0.129095355,0.140831296,0.148655257,0,0.812399209,1.226316929,0.159355796,0.812573023,0.988640942,non-haze
440662034372251648.jpg,0.930740741,0.959419027,0.985490196,0,0.623592198,1.631886721,-0.018117606,0.624379992,1.635194326,non-haze
445740813016764416.jpg,0.984117647,0.991928105,0.995833333,0,0.300671935,1.548820853,0.001249062,0.298171377,1.316266153,non-haze
444021854190051328.jpg,0.123921569,0.15748366,0.182009804,0.123954862,1.014558077,1.489351988,0.543948846,1.014625224,1.227163594,non-haze
444144507693432833.jpg,0.997752809,0.997752809,0.997752809,0,0.756506026,1.933487415,0.010549078,0.757463768,1.612929925,non-haze
439677704179179520.jpg,0.472149059,0.518973759,0.546288167,0,0.390888631,1.466346502,-0.039191469,0.39026109,1.31443862,non-haze
439592802129698816.jpg,0.480334728,0.488145049,0.49986053,0,0.64830339,1.571003199,0.012536776,0.647588873,1.239710194,non-haze
1107687611828017662_2253926797.jpg,0.997555012,0.997555012,0.997555012,0,0.289844066,1.623992682,-2.51E-10,0.289907565,1.321551869,non-haze
444466710209261569.jpg,0.997942387,0.997942387,0.997942387,0,0.844784915,1.832990646,-1.48E-10,0.845161418,1.40496958,non-haze
444319156297424897.jpg,0.144592471,0.229263738,0.320448179,0,0.79929018,1.639647245,-0.025732359,0.799493639,1.229286517,non-haze
1109357183383139314_38131307.jpg,0.172127139,0.186471068,0.203422983,0,0.650052428,1.001226783,0.082535103,0.649955393,0.958446634,non-haze
444268220048891904.jpg,0.928734403,0.950754605,0.979251337,0,0.536280513,1.425549984,0.002556843,0.537116871,1.44554569,non-haze
1071062078539401026_2176213808.jpg,0.582885086,0.589405053,0.594621027,0.042059898,0.749443948,1.243120313,0.154138389,0.749180762,0.988606026,non-haze
444051098878234624.jpg,0.962026144,0.971151053,0.985490196,0,0.266102582,1.410872817,-1.73E-11,0.266398913,1.394048842,non-haze
444088158754320384.jpg,0.4970396,0.530693323,0.574702038,0,1.253851771,1.97367239,0.418254338,1.254025796,1.747598742,non-haze
444035610957729792.jpg,0.411610919,0.56564142,0.664013841,0.603397965,0.857766747,1.225392938,0.634086245,0.857331524,1.201556897,non-haze
444037078095896576.jpg,0.191800357,0.263562395,0.352286369,0.572754979,1.049339771,1.95077014,0.774916863,1.049237903,1.590573426,non-haze
444545290205294592.jpg,0.962026144,0.971151053,0.985490196,0,0.476895303,1.409848809,-0.024390875,0.476446734,1.152649957,non-haze
444431420396552192.jpg,0.234640523,0.307639797,0.367603486,0,0.943035603,1.767174006,0.115733277,0.943886047,1.312596665,non-haze
441750716453888000.jpg,0.108359133,0.214138287,0.278637771,0,0.826476634,1.758399963,0.221828681,0.827345446,1.372158005,non-haze
442680338888675328.jpg,0.225221069,0.234281687,0.2485198,0.001578271,0.920429766,2.133571386,0.38308318,0.920567917,1.635144048,non-haze
444068640556478464.jpg,0.680130293,0.691856678,0.711400651,0.066058397,0.680677772,1.260906219,0.144001434,0.680212345,1.295279734,non-haze
